text	kind	city	script	has_diacritic
Porodice Bećirbašić	street	Sarajevo	latin	1
Porodice Pavičić	street	Prijedor	latin	1
Porodice Šehić	street	Sarajevo	latin	1
Posavska	street	Brčko	latin	0
Potklisje	street	Trebinje	latin	0
Potkozarska	street	Banja Luka	latin	0
Potkula	street	Trebinje	latin	0
Potporučnika Smajića	street	Bijeljina	latin	1
Poturmahala	street	Travnik	latin	0
Povelje Kulina bana	street	Bihać	latin	0
Površka	street	Trebinje	latin	1
Pozorišna	street	Tuzla	latin	1
Požegina	street	Sarajevo	latin	1
Pranjići	street	Tuzla	latin	1
Prašnice	street	Zenica	latin	1
Prebilovačka	street	Bijeljina	latin	1
Preobraženska	street	Trebinje	latin	1
Preslička	street	Livno	latin	1
Pridvorci	street	Trebinje	latin	0
Prijedorska	street	Sarajevo	latin	0
Prikorika	street	Livno	latin	0
Prilazni put Jelah - Sjenokos	street	Goražde	latin	0
Prilazni put Radići - Jabuka	street	Goražde	latin	1
Prilazni put do Jezera Toplik	street	Istočno Sarajevo	latin	0
Principova	street	Trebinje	latin	0
Priobalni put	street	Zvornik	latin	0
Prisika	street	Bihać	latin	0
Privilička	street	Bihać	latin	1
Privorac	street	Mostar	latin	0
Prizrenska	street	Doboj	latin	0
Prnjavor	street	Travnik	latin	0
Prof. Juraja Neidharta	street	Zenica	latin	0
Prof. dr Smilje Avramov	street	Banja Luka	latin	0
Prof. dr. Ibre Pašića	street	Tuzla	latin	1
Profesora Bakajlića	street	Bijeljina	latin	1
Profesora Esada Pitića	street	Brčko	latin	1
Profesora Mustafe Čauševića	street	Zenica	latin	1
Profesora Nikole Mačkića	street	Bijeljina	latin	1
Prolaz	street	Tuzla	latin	0
Prolaz kod kafića Lav	street	Zenica	latin	1
Prolaz na kraju zgrade od kafića Lav prema džamiji	street	Zenica	latin	1
Prote Dušana Subotića	street	Banja Luka	latin	1
Prote Mateja Nenadovića	street	Brčko	latin	1
Prote Mateje	street	Bijeljina	latin	0
Prote Nikole Kostića	street	Banja Luka	latin	1
Prote Rajka Sofrenovića	street	Brčko	latin	1
Prote Sime Stojanovića	street	Prijedor	latin	1
Prote Stevana Pravice	street	Trebinje	latin	0
Prote Todora Srdića	street	Banja Luka	latin	1
Provare	street	Sarajevo	latin	0
Pruga	street	Brčko	latin	0
Prusačka	street	Zenica	latin	1
Prva	street	Bijeljina	latin	0
Prva ulica	street	Prijedor	latin	0
Prve gardijske motorizovane brigade GŠ VRS	street	Banja Luka	latin	1
Prve krajiške brigade narodne odbrane	street	Banja Luka	latin	1
Prve satnije HVO-a	street	Bihać	latin	0
Prvi Hatinački sokak	street	Bihać	latin	1
Prvog krajiškog korpusa	street	Banja Luka	latin	1
Prvomajska	street	Sarajevo	latin	0
Put 20. Ufr. Udar. Diviz.	street	Mostar	latin	0
Put Armije Republike Bosne i Hercegovine	street	Bihać	latin	0
Put Cvjećare	street	Tuzla	latin	1
Put Gradina	street	Tuzla	latin	0
Put Ilinčica	street	Tuzla	latin	1
Put Križani	street	Tuzla	latin	1
Put Mladih Muslimana	street	Sarajevo	latin	0
Put Ploča	street	Livno	latin	1
Put Rasovac	street	Tuzla	latin	0
Put Stupa	street	Livno	latin	0
Put Svetog Vasilija Ostroškog	street	Trebinje	latin	1
Put Vinište	street	Tuzla	latin	1
Put banjalučkog odreda	street	Banja Luka	latin	1
Put breza	street	Tuzla	latin	0
Put do planinarskog doma	street	Livno	latin	0
Put spasa	street	Mostar	latin	0
Putnikovo Brdo 2	street	Doboj	latin	0
Puškinova	street	Bijeljina	latin	1
Rabite	street	Goražde	latin	0
Rade Bitange	street	Mostar	latin	0
Rade Kondića	street	Banja Luka	latin	1
Rade Marjanca	street	Banja Luka	latin	0
Rade Radića	street	Banja Luka	latin	1
Rade Uhlika	street	Tuzla	latin	0
Rade Vranješević	street	Banja Luka	latin	1
Radenka Ostojića	street	Prijedor	latin	1
Radeta Peleša	street	Tuzla	latin	1
Radislava Rada Jovanovića	street	Goražde	latin	1
Radićeva	street	Sarajevo	latin	1
Radnička	street	Sarajevo	latin	1
Radoja Domanovića	street	Banja Luka	latin	1
Radojke Lakić	street	Tuzla	latin	1
Radoslava Lakića	street	Banja Luka	latin	1
Radoslava Lopašića	street	Bihać	latin	1
Radovana Vulina	street	Banja Luka	latin	0
Rafaela Bobana	street	Mostar	latin	0
Rafaela Levija	street	Zenica	latin	0
Rahima Bajramovića	street	Prijedor	latin	1
Raje Banjičića	street	Bijeljina	latin	1
Rajfeta Ahmetbašića	street	Brčko	latin	1
Rajka Bosnića	street	Banja Luka	latin	1
Rajlovačka cesta	street	Sarajevo	latin	1
Rajnerova staza	street	Banja Luka	latin	0
Rajčevac	street	Livno	latin	1
Rakovačkih rudara	street	Banja Luka	latin	1
Rakovčani	street	Prijedor	latin	1
Ramiza Jašara	street	Sarajevo	latin	1
Ramiza Salčina	street	Sarajevo	latin	1
Ramulic	street	Prijedor	latin	0
Ranka Miličevića	street	Banja Luka	latin	1
Ranka Šipke	street	Banja Luka	latin	1
Rapovine	street	Livno	latin	0
Rapovinska	street	Livno	latin	0
Rasadnik	street	Livno	latin	0
Rasadnička	street	Prijedor	latin	1
Rasima Hađžića	street	Prijedor	latin	1
Rasovac	street	Tuzla	latin	0
Raspotočka	street	Zenica	latin	1
Rastik	street	Bihać	latin	0
Rastka Petrovića	street	Banja Luka	latin	1
Ratimira Deletisa	street	Tuzla	latin	0
Ratka Perića	street	Bijeljina	latin	1
Ratka Simatovića Raće	street	Prijedor	latin	1
Ravan	street	Zenica	latin	0
Ravnogorska	street	Istočno Sarajevo	latin	0
Raze Kovačević	street	Bihać	latin	1
Račanska	street	Bijeljina	latin	1
Raška	street	Banja Luka	latin	1
Raškovačka	street	Prijedor	latin	1
Raštanska	street	Trebinje	latin	1
Redžića mahala	street	Bihać	latin	1
Redžića put	street	Bihać	latin	1
Regine Atijas	street	Bihać	latin	0
Reis Mehmeda efendije Azabagića	street	Tuzla	latin	1
Reisa Džemaludina Čauševića	street	Sarajevo	latin	1
Reisa Mustafe Omerovića	street	Bihać	latin	1
Reisa Čauševića	street	Zenica	latin	1
Relje Kneževića	street	Banja Luka	latin	1
Relje Krilatice	street	Banja Luka	latin	0
Reljevska	street	Sarajevo	latin	0
Republike Srpske	street	Trebinje	latin	0
Ribarska	street	Bihać	latin	0
Ribićke patriotske lige	street	Bihać	latin	1
Ribićkih ljiljana	street	Bihać	latin	1
Rifeta Vesnića	street	Goražde	latin	1
Rifeta Čutune	street	Goražde	latin	1
Rijeke I	street	Brčko	latin	0
Rijeke II	street	Brčko	latin	0
Rijeke III	street	Brčko	latin	0
Rijeke IV	street	Brčko	latin	0
Rimski most	street	Livno	latin	0
Rine Čulića	street	Brčko	latin	1
Riste i Bete Vukanović	street	Trebinje	latin	1
Rizaha Štetića	street	Brčko	latin	1
Rizikala	street	Mostar	latin	0
Ričički put	street	Zenica	latin	1
Rodićka	street	Bihać	latin	1
Rodoljuba Čolakovića	street	Prijedor	latin	1
Rogatičke brigade	street	Goražde	latin	1
Rogica Strana	street	Bihać	latin	0
Rogozan	street	Brčko	latin	0
Roller coaster	street	Istočno Sarajevo	latin	0
Romana Petrovića	street	Sarajevo	latin	1
Romanijska	street	Banja Luka	latin	0
Rovine	street	Tuzla	latin	0
Rođina	street	Bihać	latin	1
Rudanova	street	Mostar	latin	0
Rudarska	street	Mostar	latin	0
Rude Hrozničeka	street	Mostar	latin	1
Rudi Čajaveca	street	Prijedor	latin	1
Rudija Alvađa	street	Sarajevo	latin	1
Rudinčeva	street	Mostar	latin	1
Rudnička	street	Prijedor	latin	1
Rudnički most	street	Zenica	latin	1
Rudolfa Rude Tomića	street	Sarajevo	latin	1
Rudolfa Vikića	street	Tuzla	latin	1
Rujev Do	street	Zenica	latin	0
Ruska	street	Trebinje	latin	0
Rusmira Agića Buce	street	Tuzla	latin	1
Rustem-pašina	street	Sarajevo	latin	1
Ruždije Islamagića	street	Goražde	latin	1
Ružica	street	Bihać	latin	1
Ružička	street	Bihać	latin	1
Ružičkih branilaca	street	Bihać	latin	1
S. Markovića	street	Livno	latin	1
S. S. Kranjčevića	street	Brčko	latin	1
Saburina	street	Sarajevo	latin	0
Sade Hadžića	street	Sarajevo	latin	1
Sadika ef. Ribića	street	Bihać	latin	1
Safeta Bega Bašagića	street	Brčko	latin	1
Safeta Isovića	street	Bihać	latin	1
Safeta Krupića	street	Bihać	latin	1
Safeta Mujića	street	Sarajevo	latin	1
Safvet bega Bašagića	street	Tuzla	latin	1
Safvet-bega Bašagića	street	Sarajevo	latin	1
Sagrdžije čikma	street	Sarajevo	latin	1
Sakiba Kunosića	street	Tuzla	latin	1
Salih-bega Kuljuha	street	Goražde	latin	0
Saliha Cakana Mulalića	street	Zenica	latin	1
Saliha Kurevića Brđe	street	Tuzla	latin	1
Saliha Mušanovića	street	Bihać	latin	1
Salke Šestića	street	Mostar	latin	1
Sandžačka	street	Zenica	latin	1
Saničkih Žetelaca	street	Banja Luka	latin	1
Sanska	street	Banja Luka	latin	0
Sarajevska cesta	street	Sarajevo	latin	0
Sarajevskih ilegalaca	street	Sarajevo	latin	0
Sarajevskih solunaca	street	Istočno Sarajevo	latin	0
Sava Vladislavića	street	Trebinje	latin	1
Save Kovačevića	street	Banja Luka	latin	1
Save Ljuboje	street	Banja Luka	latin	0
Save Mrkalja	street	Banja Luka	latin	0
Save Tekelije	street	Banja Luka	latin	0
Save Šumanovića	street	Bijeljina	latin	1
Savezne Republike Njemačke	street	Livno	latin	1
Savska	street	Banja Luka	latin	0
Seada Rahmanovića	street	Tuzla	latin	1
Seada Sofovića Sofe	street	Goražde	latin	1
Sedlanice	street	Istočno Sarajevo	latin	0
Sedrenik	street	Sarajevo	latin	0
Seferagići	street	Cazin	latin	1
Segetska	street	Bihać	latin	0
Sejmenska	street	Zenica	latin	0
Selvera Sijerčića	street	Goražde	latin	1
Semberska	street	Brčko	latin	0
Semberskih ratara	street	Bijeljina	latin	0
Senada Kulina Ćelke	street	Goražde	latin	1
Senada Poturka Senčija	street	Sarajevo	latin	1
Sent-Andrejska	street	Banja Luka	latin	0
Sepetarevac	street	Sarajevo	latin	0
Serafima Perovića	street	Trebinje	latin	1
Sergeja Jesenjina	street	Bijeljina	latin	0
Servis	street	Travnik	latin	0
Servisni prilaz GIT	street	Tuzla	latin	0
Sestara Ditrih	street	Zenica	latin	0
Sestara Levi	street	Banja Luka	latin	0
Sestara Milosrdnica	street	Livno	latin	0
Sforovski put	street	Doboj	latin	0
Sile nebeske	street	Bihać	latin	0
Sime Matavulja	street	Banja Luka	latin	0
Sime Milić Jorgić	street	Banja Luka	latin	1
Sime Miljuša	street	Banja Luka	latin	1
Sime Milutinovića Sarajlije	street	Istočno Sarajevo	latin	1
Sime Pandurovića	street	Banja Luka	latin	1
Sime Perića	street	Zvornik	latin	1
Sime Šolaje	street	Banja Luka	latin	1
Simeuna Đaka	street	Banja Luka	latin	1
Sinan-paše Sijerčića	street	Goražde	latin	1
Sinana Žuge	street	Goražde	latin	1
Sinica	street	Goražde	latin	0
Sinjska	street	Livno	latin	0
Sirarska	street	Livno	latin	0
Sisačka	street	Prijedor	latin	1
Skalic Street	street	Bihać	latin	0
Skaline	street	Trebinje	latin	0
Skendera Kulenovića	street	Sarajevo	latin	1
Skojevska staza	street	Tuzla	latin	0
Skopska	street	Prijedor	latin	0
Skutovo	street	Zenica	latin	0
Slanac	street	Tuzla	latin	0
Slatinska	street	Banja Luka	latin	0
Slavenska	street	Istočno Sarajevo	latin	0
Slavinovičkog Odreda 1992	street	Tuzla	latin	1
Slavinovičkog odreda 1992	street	Tuzla	latin	1
Slavka Bašića	street	Brčko	latin	1
Slavka Gotovca	street	Livno	latin	0
Slavka Leovca	street	Istočno Sarajevo	latin	0
Slavka Mičića	street	Tuzla	latin	1
Slavka Rodića	street	Banja Luka	latin	1
Slavonska	street	Bijeljina	latin	0
Slobodana Bratića	street	Istočno Sarajevo	latin	1
Slobodana Dubočanina	street	Banja Luka	latin	1
Slobodana Janjića	street	Istočno Sarajevo	latin	1
Slobodana Jovanovića	street	Banja Luka	latin	1
Slobodana Kokanovića	street	Banja Luka	latin	1
Slobodana Kusturića	street	Banja Luka	latin	1
Sloge	street	Bihać	latin	0
Smaila Balića	street	Bihać	latin	1
Smajića bare	street	Bihać	latin	1
Smajića mahala	street	Bihać	latin	1
Smaragdni most	street	Bihać	latin	0
Smetovski put	street	Zenica	latin	0
Smokvine	street	Trebinje	latin	0
Snagovačka	street	Zvornik	latin	1
Snagovo	street	Zvornik	latin	0
Sofke Nikolić	street	Bijeljina	latin	1
Sokolačkih branilaca	street	Bihać	latin	1
Sokolačkih šehida	street	Bihać	latin	1
Sokolovac	street	Banja Luka	latin	0
Sokolska	street	Istočno Sarajevo	latin	0
Solakovića	street	Mostar	latin	1
Soldina	street	Mostar	latin	0
Soli	street	Tuzla	latin	0
Solni trg	street	Tuzla	latin	0
Solunska	street	Banja Luka	latin	0
Solunskih dobrovoljaca	street	Doboj	latin	0
Sopoćanska	street	Banja Luka	latin	1
Sočanska	street	Goražde	latin	1
Spasoje Blagovčanina	street	Sarajevo	latin	1
Spasovdanska	street	Istočno Sarajevo	latin	0
Speed X-Treme	street	Mostar	latin	0
Spile	street	Istočno Sarajevo	latin	0
Splitska	street	Mostar	latin	0
Srebrenička	street	Tuzla	latin	1
Srednjoškolska	street	Banja Luka	latin	1
Sremska	street	Bijeljina	latin	0
Sretena Stojanovića	street	Banja Luka	latin	1
Srpka Petrovića	street	Brčko	latin	1
Srpska	street	Banja Luka	latin	0
Srpska Mahala	street	Zenica	latin	0
Srpska Varoš	street	Tuzla	latin	1
Srpske dobrovoljačke garde	street	Bijeljina	latin	1
Srpske dobrovoljačke garde blok 1	street	Bijeljina	latin	1
Srpske dobrovoljačke garde blok 2	street	Bijeljina	latin	1
Srpske dobrovoljačke garde blok 3	street	Bijeljina	latin	1
Srpske dobrovoljačke garde blok 4	street	Bijeljina	latin	1
Srpske dobrovoljačke garde blok 5	street	Bijeljina	latin	1
Srpske vojske	street	Bijeljina	latin	0
Srpske vojske - blok 1	street	Bijeljina	latin	0
Srpskih dobrovoljaca	street	Banja Luka	latin	0
Srpskih izviđača	street	Istočno Sarajevo	latin	1
Srpskih junaka	street	Zvornik	latin	0
Srpskih rudara	street	Banja Luka	latin	0
Srpskih sokolova	street	Banja Luka	latin	0
Srpskih ustanika	street	Banja Luka	latin	0
Srpskih velikana	street	Prijedor	latin	0
Srpskih vitezova	street	Banja Luka	latin	0
Srđana Aleksića	street	Sarajevo	latin	1
Srđe Zlopogleđe	street	Banja Luka	latin	1
Stake Skenderove	street	Trebinje	latin	0
Stanična	street	Travnik	latin	1
Stanka Božića Kobre	street	Banja Luka	latin	1
Stanka Sielskog	street	Bihać	latin	0
Stara Breka	street	Sarajevo	latin	0
Stara Ilićka	street	Mostar	latin	1
Stara banjalučka	street	Prijedor	latin	1
Stara Čaršija	street	Livno	latin	1
Stara čaršija	street	Zenica	latin	1
Stari Pazar	street	Mostar	latin	0
Stari Sokak	street	Bihać	latin	0
Stari grad	street	Tuzla	latin	0
Stari most	street	Mostar	latin	0
Stari put	street	Travnik	latin	0
Stari rasadnik	street	Brčko	latin	0
Starine Novaka	street	Istočno Sarajevo	latin	0
Starog Vujadina	street	Banja Luka	latin	0
Staza T106 - Gljiva	street	Trebinje	latin	0
Staza T107 - Leotar	street	Trebinje	latin	0
Staza T109 - Kovlo	street	Trebinje	latin	0
Staza T110 - Kličanj	street	Trebinje	latin	1
Staza T115 - Kučino Brdo	street	Trebinje	latin	1
Staza T117 - Petrina	street	Trebinje	latin	0
Staza T118 - Golo Brdo	street	Trebinje	latin	0
Staza Т113 - Kamene Oči	street	Trebinje	cyrillic	1
Staza Т114 - Matulića pećina	street	Trebinje	cyrillic	1
Staza Т116 - Strač	street	Trebinje	cyrillic	1
Stefana Dečanskog	street	Bijeljina	latin	1
Stefana Nemanje	street	Istočno Sarajevo	latin	0
Stefana Prvovenčanog	street	Doboj	latin	1
Stepenice na ulazu džamije	street	Zenica	latin	1
Stevana Bulajića	street	Banja Luka	latin	1
Stevana Hristića	street	Brčko	latin	1
Stevana Jakovljevića	street	Banja Luka	latin	1
Stevana Krnjića	street	Bijeljina	latin	1
Stevana Markovića	street	Banja Luka	latin	1
Stevana Mokranjca	street	Banja Luka	latin	0
Stevana Moljevića	street	Banja Luka	latin	1
Stevana Musića	street	Banja Luka	latin	1
Stevana Prvovenčanog	street	Banja Luka	latin	1
Stevana Prvovjenčanog	street	Trebinje	latin	1
Stevana Sinđelića	street	Bijeljina	latin	1
Stevana Sremca	street	Brčko	latin	0
Stipe Tomljenovića	street	Bihać	latin	1
Stjenovita	street	Trebinje	latin	0
Stjepana II. Kotromanića	street	Livno	latin	1
Stjepana Mitrova Ljubiše	street	Bijeljina	latin	1
Stjepana Radića	street	Mostar	latin	1
Stjepana Tomaševića	street	Bijeljina	latin	1
Stjepana Tomića	street	Sarajevo	latin	1
Stjepana Živkovića	street	Tuzla	latin	1
Stojana Jankovića	street	Banja Luka	latin	1
Stojana Milašinovića	street	Prijedor	latin	1
Stojke Vranješa	street	Banja Luka	latin	1
Stolačka	street	Bihać	latin	1
Strajka Mitrovića	street	Tuzla	latin	1
Strma	street	Trebinje	latin	0
Strmac	street	Sarajevo	latin	0
Stubaljski potok	street	Bihać	latin	0
Studenac	street	Zenica	latin	0
Studenička	street	Banja Luka	latin	1
Studentska	street	Brčko	latin	0
Studentski most	street	Mostar	latin	0
Stupska	street	Sarajevo	latin	0
Stupčeva	street	Mostar	latin	1
Suada Pozdera Buljka	street	Goražde	latin	0
Subotička	street	Banja Luka	latin	1
Sulejmana Aličića Sulje	street	Tuzla	latin	1
Sulejmana Hadžialijagića	street	Brčko	latin	1
Sulejmana Halavaća Keme	street	Bihać	latin	1
Sulejmana ef. Musića	street	Sarajevo	latin	1
Suljagića sokak	street	Brčko	latin	1
Sulje Kahrimana	street	Brčko	latin	0
Sumbul česma	street	Sarajevo	latin	1
Sunulah-efendije	street	Sarajevo	latin	0
Sunčana	street	Trebinje	latin	1
Suturlija	street	Banja Luka	latin	0
Sučića hrasti	street	Livno	latin	1
Sv. Ive	street	Livno	latin	0
Sv. Leopolda Mandića	street	Mostar	latin	1
Sv. Nikole Tavelića	street	Mostar	latin	1
Svatovska	street	Trebinje	latin	0
Svete Ognjene Marije	street	Banja Luka	latin	0
Svete Ristića Svračeta	street	Brčko	latin	1
Svete Trojice	street	Doboj	latin	0
Svetog Ante	street	Mostar	latin	0
Svetog Ive	street	Livno	latin	0
Svetog Nikole	street	Istočno Sarajevo	latin	0
Svetog Save	street	Brčko	latin	0
Svetosavska	street	Prijedor	latin	0
Svetozara Markovića	street	Banja Luka	latin	1
Svetozara Miletića	street	Bijeljina	latin	1
Svetozara Ćorovića	street	Banja Luka	latin	1
Tabakovića	street	Brčko	latin	1
Tabašnica	street	Sarajevo	latin	1
Tabašnice	street	Tuzla	latin	1
Tabić mahala	street	Travnik	latin	1
Tahirovići	street	Cazin	latin	1
Tahtali sokak	street	Sarajevo	latin	0
Takovska	street	Bijeljina	latin	0
Talijanskog bataljona Mateoti	street	Banja Luka	latin	0
Talijanuša	street	Tuzla	latin	1
Talirevića	street	Sarajevo	latin	1
Talića Brdo	street	Zenica	latin	1
Tanaska Rajića	street	Bijeljina	latin	1
Tarasa Ševčenka	street	Banja Luka	latin	1
Tatar	street	Mostar	latin	0
Telali	street	Sarajevo	latin	0
Telčeva	street	Mostar	latin	1
Tenzina	street	Mostar	latin	0
Teodora Sofrenića	street	Bijeljina	latin	1
Tepet	street	Livno	latin	0
Terazije	street	Trebinje	latin	0
Terezija	street	Sarajevo	latin	0
Tešana Podrugovića	street	Banja Luka	latin	1
Tešanjska	street	Sarajevo	latin	1
Tihomira-Tihe Damjanovića	street	Banja Luka	latin	1
Tina Ujevića	street	Sarajevo	latin	1
Tiršova	street	Bijeljina	latin	1
Todora od Stalaća	street	Banja Luka	latin	1
Todorići	street	Trebinje	latin	1
Tolstojeva	street	Bijeljina	latin	0
Toma Galeba	street	Trebinje	latin	0
Tome M	street	Brčko	latin	0
Tome Maksimovića	street	Banja Luka	latin	1
Tome Mendeša	street	Sarajevo	latin	1
Tomino brdo	street	Istočno Sarajevo	latin	0
Tomislava Ramljaka	street	Tuzla	latin	0
Topal Osman paše	street	Sarajevo	latin	1
Topal Osman-paše	street	Bihać	latin	1
Topli do	street	Mostar	latin	0
Topolica	street	Tuzla	latin	0
Travnička cesta	street	Zenica	latin	1
Trebević Hiking Trail 1	street	Istočno Sarajevo	latin	1
Trebevićka	street	Prijedor	latin	1
Trebinjskih brda	street	Trebinje	latin	0
Treća	street	Bijeljina	latin	1
Treća ulica	street	Prijedor	latin	1
Treće satnije HVO-a	street	Bihać	latin	1
Trećeg bataljona 502. viteške brdske brigade	street	Bihać	latin	1
Trešnjička staza	street	Banja Luka	latin	1
Trg 1. Maj	street	Mostar	latin	0
Trg 9. Januar	street	Doboj	latin	0
Trg Alije Izetbegovića	street	Zenica	latin	1
Trg Bosne i Hercegovine	street	Zenica	latin	0
Trg Domovinskog rata	street	Livno	latin	0
Trg Hrvatskih velikana	street	Mostar	latin	0
Trg Ilidžanske brigade	street	Sarajevo	latin	1
Trg Ivana Krndelja	street	Mostar	latin	0
Trg Kapija	street	Tuzla	latin	0
Trg Kralja Aleksandra	street	Sarajevo	latin	0
Trg Miroslava Berjana	street	Istočno Sarajevo	latin	0
Trg Oslobođenja	street	Prijedor	latin	1
Trg Oteškog bataljona	street	Sarajevo	latin	1
Trg Palih boraca	street	Trebinje	latin	0
Trg Petral	street	Trebinje	latin	0
Trg Pobjede	street	Zvornik	latin	0
Trg Pravde	street	Brčko	latin	0
Trg Republike Srpske	street	Banja Luka	latin	0
Trg Robertsa B. Owensa	street	Brčko	latin	0
Trg Sabora Bosanskog	street	Sarajevo	latin	0
Trg Slobode	street	Tuzla	latin	0
Trg Stara tržnica	street	Tuzla	latin	1
Trg Travunije	street	Trebinje	latin	0
Trg Zlatnih ljiljana	street	Sarajevo	latin	0
Trg branilaca	street	Goražde	latin	0
Trg branitelja Livna	street	Livno	latin	0
Trg jasenovačkih žrtava	street	Banja Luka	latin	1
Trg kralja Aleksandra	street	Sarajevo	latin	0
Trg kralja Petra I Karađorđevića	street	Bijeljina	latin	1
Trg kralja Tomislava	street	Livno	latin	0
Trg majora Zorana Karlice	street	Prijedor	latin	0
Trg maršala Tita	street	Bihać	latin	1
Trg međunarodnog prijateljstva	street	Sarajevo	latin	1
Trg mladih	street	Brčko	latin	0
Trg rudara	street	Zenica	latin	0
Trg solidarnosti	street	Sarajevo	latin	0
Trg zlatnih Ljiljana	street	Cazin	latin	0
Trg zlatnih ljiljana	street	Bihać	latin	0
Trg đenerala Draže Mihajlovića	street	Bijeljina	latin	1
Trg Žitarnica	street	Livno	latin	1
Trga Alije Izetbegovića	street	Cazin	latin	1
Trgovačka	street	Tuzla	latin	1
Tribanjska	street	Livno	latin	0
Trim staza Debeljača	street	Bihać	latin	1
Trive Amelice	street	Banja Luka	latin	0
Trla	street	Banja Luka	latin	0
Troglavska	street	Livno	latin	0
Tromeđe	street	Banja Luka	latin	1
Trzna	street	Bihać	latin	0
Tržnička	street	Banja Luka	latin	1
Tuk mahala	street	Bihać	latin	0
Tunel Klopče	street	Zenica	latin	1
Tunel Pečuj	street	Zenica	latin	1
Tunel Ričice	street	Zenica	latin	1
Turalibegova	street	Tuzla	latin	0
Turba	street	Istočno Sarajevo	latin	0
Turbaša	street	Livno	latin	1
Turhanija	street	Sarajevo	latin	0
Tursića	street	Brčko	latin	1
Tutina	street	Mostar	latin	0
Tuzlanska	street	Banja Luka	latin	0
Tuzlanskog odreda	street	Tuzla	latin	0
Tušnička	street	Livno	latin	1
Tvrdimići	street	Istočno Sarajevo	latin	1
Tvrđavski prolaz	street	Doboj	latin	1
USAOJ-a	street	Bihać	latin	0
Ubijenoj i nastradaloj djeci u periodu 1992. – 1995.	street	Goražde	latin	0
Ugljevička	street	Bijeljina	latin	1
Ul. Dr. Vjekoslava Vrančića	street	Mostar	latin	1
Ul. Fra Lucijana Kordića	street	Mostar	latin	1
Ul. Kneza Višeslava	street	Mostar	latin	1
Ul. Kralja Petra Krešimira IV.	street	Mostar	latin	1
Ul. Kralja Tvrtka	street	Mostar	latin	0
Ulaz L1	street	Zenica	latin	0
Ulaz L2	street	Zenica	latin	0
Ulaz u krug džamije	street	Zenica	latin	1
Ulica Blajburških žrtava	street	Mostar	latin	1
Ulica Do	street	Bihać	latin	0
Ulica Donja Brka	street	Brčko	latin	0
Ulica II bojne rudničke	street	Mostar	latin	1
Ulica Kotromanićax	street	Zenica	latin	1
Ulica NH Rifata Frenje	street	Mostar	latin	0
Ulica Najfe Šehić	street	Brčko	latin	1
Ulica Podharem	street	Mostar	latin	0
Ulica Veležovih Navijača	street	Mostar	latin	1
Ulica blajburških žrtava	street	Mostar	latin	1
Ulica porodice Zec	street	Banja Luka	latin	0
Umihane Čuvidine	street	Bihać	latin	1
Univerzitetska	street	Tuzla	latin	0
Univerzitetski most	street	Tuzla	latin	0
Unska	street	Bihać	latin	0
Unskih kajakaša	street	Bihać	latin	1
Urijan Dedina	street	Sarajevo	latin	0
Urije	street	Zenica	latin	0
Uroša Nejakog	street	Banja Luka	latin	1
Uroša Predića	street	Banja Luka	latin	1
Uska	street	Trebinje	latin	0
Uskočka	street	Trebinje	latin	1
Ustanička	street	Trebinje	latin	1
Ustanička staza	street	Banja Luka	latin	1
Ustanički put	street	Banja Luka	latin	1
Uzdojnice	street	Istočno Sarajevo	latin	0
Uzeira Meškovića Rame	street	Tuzla	latin	1
Uzunovića	street	Brčko	latin	1
Uzunovića put	street	Zenica	latin	1
Užička	street	Banja Luka	latin	1
V Kozarske brigade	street	Banja Luka	latin	0
V ulica	street	Mostar	latin	0
V Корпуса	street	Prijedor	cyrillic	0
V. Čurčića	street	Bihać	latin	1
V. козарске бригаде / V. kozarske brigade	street	Prijedor	cyrillic	0
VII ulica	street	Mostar	latin	0
VIII ulica	street	Mostar	latin	0
Vaclava Havlika Vene	street	Banja Luka	latin	0
Vakufska	street	Tuzla	latin	0
Vareška	street	Sarajevo	latin	1
Varoš	street	Travnik	latin	1
Varšavska	street	Brčko	latin	1
Vase Butozana	street	Sarajevo	latin	0
Vase Glušca	street	Banja Luka	latin	1
Vase Pelagića	street	Banja Luka	latin	1
Vase Todorovića	street	Bijeljina	latin	1
Vase Vidovića	street	Banja Luka	latin	1
Vasif-bega Bišćevića	street	Bihać	latin	1
Vasilija Ostroškog	street	Banja Luka	latin	1
Vaska Pope	street	Bijeljina	latin	0
Vatrogasni put	street	Zenica	latin	0
Vatroslava Jagića	street	Bihać	latin	1
Vazduhoplovne grupe	street	Bihać	latin	0
Vedropoljska	street	Bihać	latin	0
Vejzovac	street	Bihać	latin	0
Velebitska	street	Banja Luka	latin	0
Velibora Janjetovića Janje	street	Banja Luka	latin	1
Velike stepenice	street	Mostar	latin	0
Veliki Alifakovac	street	Sarajevo	latin	0
Veliko Založje	street	Bihać	latin	1
Velikog sudije Gradeše	street	Zenica	latin	1
Veljka Mlađenovića	street	Banja Luka	latin	1
Veljke Lukića Kurjaka	street	Tuzla	latin	1
Veseli Brijeg	street	Banja Luka	latin	0
Veselina Maslaše	street	Prijedor	latin	1
Veselina Masleše	street	Tuzla	latin	1
Veslačka	street	Bihać	latin	1
Vezela	street	Livno	latin	0
Vezirska	street	Travnik	latin	0
Vida Nježića	street	Banja Luka	latin	1
Vidakova njiva	street	Zvornik	latin	0
Vidovdanska	street	Banja Luka	latin	0
Vidovdanska (privremeni put)	street	Bijeljina	latin	0
