case_id	source	bs	en	terms	categories	accept_en	variant_bs	variant_swaps
flores-1404	flores	Sjeverom Francuske vladali su Francuzi „višijevci“. To su bili Francuzi koji su 1940. godine sklopili mir s Nijemcima i sarađivali s okupatorima umjesto da se bore protiv njih.	"It was ruled by the ""Vichy"" French. These were French people who had made peace with the Germans in 1940 and worked with the invaders instead of fighting them."	umjesto	yat	instead	Sjeverom Francuske vladali su Francuzi „višijevci“. To su bili Francuzi koji su 1940. godine sklopili mir s Nijemcima i sarađivali s okupatorima umesto da se bore protiv njih.	umjesto>umesto
flores-1420	flores	Začetak Tajvana potiče još iz 15. vijeka kad su evropski mornari u prolazu zabilježili ime ostrva kao Ilha Formosa, ili lijepo ostrvo.	Taiwan beginning start way back in 15th century where European sailors passing by record the island’s name as Ilha Formosa, or beautiful island.	vijeka	yat	century	Začetak Tajvana potiče još iz 15. veka kad su evropski mornari u prolazu zabilježili ime ostrva kao Ilha Formosa, ili lijepo ostrvo.	vijeka>veka
flores-1427	flores	Na primjer, najčešći format statične slike na svijetu je 35 mm, koji je dominirao na kraju perioda analognog filma.	For example, the most common still image photography format in the world is 35mm, which was the dominant film size at the close of the analog film era.	primjer	yat	example	Na primer, najčešći format statične slike na svijetu je 35 mm, koji je dominirao na kraju perioda analognog filma.	primjer>primer
flores-1431	flores	Mnogi uobičajeni formati (naprimjer, porodica formata APS) jednaki su ili su približni ovom razmjeru proporcija.	Many common formats (APS family of formats, for example) are equal to or closely approximate this aspect ratio.	porodica	lex	family	Mnogi uobičajeni formati (naprimjer, obitelj formata APS) jednaki su ili su približni ovom razmjeru proporcija.	porodica>obitelj
flores-1434	flores	U tom periodu evropske historije, Katolička crkva, koja je postala bogata i moćna, našla se pod kontrolom.	During this period of European history, the Catholic Church, which had become rich and powerful, came under scrutiny.	historije	lex	history	U tom periodu evropske istorije, Katolička crkva, koja je postala bogata i moćna, našla se pod kontrolom.	historije>istorije
flores-1435	flores	Kršćanska religija je više od hiljadu godina povezivala evropske države uprkos različitim jezicima i običajima.	For over a thousand years the Christian religion had bound European states together despite differences in language and customs. I	hiljadu	lex	thousand	Kršćanska religija je više od tisuću godina povezivala evropske države uprkos različitim jezicima i običajima.	hiljadu>tisuću
flores-1438	flores	Centralni organ crkve je u Rimu više od hiljadu godina i zbog ove koncentracije moći i novca mnogi se pitaju da li se ovo pravilo poštuje.	The central authority of the church had been in Rome for over a thousand years and this concentration of power and money led many to question whether this tenet was being met.	hiljadu	lex	thousand	Centralni organ crkve je u Rimu više od tisuću godina i zbog ove koncentracije moći i novca mnogi se pitaju da li se ovo pravilo poštuje.	hiljadu>tisuću
flores-1447	flores	Stara Kina je imala jedinstven način prikazivanja različitih vremenskih perioda. Svaka faza u historiji Kine ili svaka porodica koja je bila na vlasti bila je prepoznatljiva dinastija.	Ancient China had a unique way of showing different time periods; each stage of China or each family that was in power was a distinctive dynasty.	porodica	lex	family	Stara Kina je imala jedinstven način prikazivanja različitih vremenskih perioda. Svaka faza u historiji Kine ili svaka obitelj koja je bila na vlasti bila je prepoznatljiva dinastija.	porodica>obitelj
flores-1450	flores	Tri kraljevstva bila su jedan od najkrvavijih perioda u historiji drevne Kine. Hiljade ljudi poginulo je boreći se za najviše mjesto u velikoj palači u Xi’anu.	The Three Kingdoms was one of the bloodiest eras in Ancient China’s history thousands of people died fighting to sit in the highest seat in the grand palace at Xi’an.	hiljade	lex	thousands	Tri kraljevstva bila su jedan od najkrvavijih perioda u historiji drevne Kine. Tisuće ljudi poginulo je boreći se za najviše mjesto u velikoj palači u Xi’anu.	Hiljade>Tisuće
flores-1453	flores	Isto važi i za vojsku, jer umjesto da se vojni činovi rangiraju na osnovu klase, sada se temelje na kalibru.	Same goes for the military because instead of army rankings being based on class they were now based on cailaber.	umjesto	yat	instead	Isto važi i za vojsku, jer umesto da se vojni činovi rangiraju na osnovu klase, sada se temelje na kalibru.	umjesto>umesto
flores-1485	flores	Kao što je Pariz poznat kao prijestolnica mode savremenog svijeta, Konstantinopolj je bio smatran modnom prijestolnicom feudalne Evrope.	In the manner that Paris is known as the fashion capital of the contemporary world, Constantinople was regarded as the fashion capital of feudal Europe.	prijestolnica|evrope	yat|lex	capital|europe	Kao što je Pariz poznat kao prestolnica mode savremenog svijeta, Konstantinopolj je bio smatran modnom prijestolnicom feudalne Europe.	prijestolnica>prestolnica|Evrope>Europe
flores-1492	flores	zapadna Evropa je pred kraj srednjeg vijeka počela da razvija vlastiti stil. jedno od najvećih razvoja tog vremena kao rezultat krstaških ratova je kada su ljudi počeli koristiti dugmad za pričvršćivanje odjeće.	towards the end of the Middle Ages western Europe began to develop their own style. one of the biggest developments of the time as a result of the crusades people began to use buttons to fasten clothing.	evropa	lex	europe	zapadna Europa je pred kraj srednjeg vijeka počela da razvija vlastiti stil. jedno od najvećih razvoja tog vremena kao rezultat krstaških ratova je kada su ljudi počeli koristiti dugmad za pričvršćivanje odjeće.	Evropa>Europa
flores-1496	flores	Potkulture okupljaju osobe istih svjetonazora koji smatraju da ih društveni standardi zanemaruju te im omogućavaju da razviju osjećaj identiteta.	Subcultures bring together like-minded individuals who feel neglected by societal standards and allow them to develop a sense of identity.	osjećaj	yat	sense	Potkulture okupljaju osobe istih svjetonazora koji smatraju da ih društveni standardi zanemaruju te im omogućavaju da razviju osećaj identiteta.	osjećaj>osećaj
flores-1503	flores	Smatra se da su ostale odgojile životinje. Za neke se smatra da su samostalno živjeli u divljini.	Others are alleged to have been brought up by animals; some are said to have lived in the wild on their own.	živjeli	yat	lived	Smatra se da su ostale odgojile životinje. Za neke se smatra da su samostalno živeli u divljini.	živjeli>živeli
flores-1507	flores	Pomoć može biti i virtualna i stvarna, drugim riječima, učitelj je jedan oblik pomoći ali takođe je i mali čovjek spajalica u Microsoft Officeu.	Scaffolds can be both virtual and real, in other words, a teacher is a form of scaffold but so is the little paperclip man in Microsoft Office.	čovjek	yat	man	Pomoć može biti i virtualna i stvarna, drugim riječima, učitelj je jedan oblik pomoći ali takođe je i mali čovek spajalica u Microsoft Officeu.	čovjek>čovek
flores-1511	flores	Smatramo da sistem udomljavanja Foster Care predstavlja sigurnu zonu za ovu djecu.	We perceive the Foster Care System to be a safety zone for these children.	djecu	yat	children	Smatramo da sistem udomljavanja Foster Care predstavlja sigurnu zonu za ovu decu.	djecu>decu
flores-1548	flores	Jedan od najzapaženijih novijih primjera ove prakse je sjevernoatlantska kampanja u Drugom svjetskom ratu. Amerikanci su pokušavali prebaciti vojnike i materijale preko Atlantskog okeana u cilju pružanja pomoći Britaniji.	One of the most noteworthy recent examples of this was the North Atlantic campaign of WWII. The Americans were trying to move men and materials across the Atlantic Ocean to help Britain.	primjera	yat	examples	Jedan od najzapaženijih novijih primera ove prakse je sjevernoatlantska kampanja u Drugom svjetskom ratu. Amerikanci su pokušavali prebaciti vojnike i materijale preko Atlantskog okeana u cilju pružanja pomoći Britaniji.	primjera>primera
flores-1550	flores	Da su Saveznici podbacili, Njemačka bi vjerovatno bila u stanju osvojiti Britaniju onako kako je osvojila ostatak Evrope.	Had the Allies failed, Germany probably would have been able to conquer Britain as it had the rest of Europe.	evrope	lex	europe	Da su Saveznici podbacili, Njemačka bi vjerovatno bila u stanju osvojiti Britaniju onako kako je osvojila ostatak Europe.	Evrope>Europe
flores-1563	flores	Ovo liči simptomatskom liječenju u mnogim slučajevima. Ali ako ne želimo samo privremeno rješenje, trebali bismo pronaći uzrok problema i ukloniti ih.	This is just like symptomatic treatment in many cases. However, if we do not only want a temporary solution, then we should find the root of the problems, and we should deactivate them.	rješenje	yat	solution	Ovo liči simptomatskom liječenju u mnogim slučajevima. Ali ako ne želimo samo privremeno rešenje, trebali bismo pronaći uzrok problema i ukloniti ih.	rješenje>rešenje
flores-1564	flores	Jasno je da se svijet prilično promijenio zbog naučnog i tehnološkog napretka čovječanstva i da su problemi postali veći zbog prenaseljenosti i ekstravagantnog načina života ljudi.	It is obvious enough that the world has changed much because of humankind's scientific and technological advancements, and problems have become greater because of overpopulation and mankind's extravagant lifestyle.	promijenio	yat	changed	Jasno je da se svijet prilično promenio zbog naučnog i tehnološkog napretka čovječanstva i da su problemi postali veći zbog prenaseljenosti i ekstravagantnog načina života ljudi.	promijenio>promenio
flores-1619	flores	Prije više hiljada godina, čovjek po imenu Aristarh rekao je da se Sunčev sistem kreće oko Sunca.	Thousands of years ago, a man called Aristarchus said that the Solar System moved around the Sun.	hiljada	lex	thousands	Prije više tisuća godina, čovjek po imenu Aristarh rekao je da se Sunčev sistem kreće oko Sunca.	hiljada>tisuća
flores-1632	flores	Ljudi od davnina znaju za osnovne hemijske elemente poput zlata, srebra i bakra jer se svi oni mogu pronaći u prirodi u izvornom obliku i mogu se relativno lako eksploatirati korištenjem primitivnih alata.	People have known about basic chemical elements such as gold, silver, and copper from antiquity, as these can all be discovered in nature in native form and are relatively simple to mine with primitive tools.	hemijske	lex	chemical	Ljudi od davnina znaju za osnovne kemijske elemente poput zlata, srebra i bakra jer se svi oni mogu pronaći u prirodi u izvornom obliku i mogu se relativno lako eksploatirati korištenjem primitivnih alata.	hemijske>kemijske
flores-1634	flores	Ovo je više bilo poput četiri stanja tvari (istim redoslijedom): čvrsto, tečno, plinovito i plazma, iako je imao i teoriju da se mijenjaju u nove supstance i grade ono što vidimo.	This was more like the four states of matter (in the same order): solid, liquid, gas, and plasma, though he also theorised that they change into new substances to form what we see.	mijenjaju	yat	change	Ovo je više bilo poput četiri stanja tvari (istim redoslijedom): čvrsto, tečno, plinovito i plazma, iako je imao i teoriju da se menjaju u nove supstance i grade ono što vidimo.	mijenjaju>menjaju
flores-1657	flores	Na drugom kraju spektra, jedan se pretvara u neprepoznatljivog pojedinca koji osjeća da on ili ona moraju promijeniti sve što je tim radio i učiniti to svojim.	At the other end of the spectrum, one morphs into an unrecognizable individual that feels he or she must change everything the team has been doing and make it their own.	osjeća	yat	feels	Na drugom kraju spektra, jedan se pretvara u neprepoznatljivog pojedinca koji oseća da on ili ona moraju promijeniti sve što je tim radio i učiniti to svojim.	osjeća>oseća
flores-1658	flores	Uostalom, vođa je na kraju taj koji nosi odgovornost i za uspjeh i za neuspjeh ekipe.	After all, the leader is ultimately responsible for the success and failure of the team.	uspjeh|neuspjeh	yat|yat	success|failure	Uostalom, vođa je na kraju taj koji nosi odgovornost i za uspeh i za neuspeh ekipe.	uspjeh>uspeh|neuspjeh>neuspeh
flores-1661	flores	Članovi virtuelnog tima često funkcioniraju kao kontakt tačka za svoju fizičke grupe.	Virtual team members often function as the point of contact for their immediate physical group.	tačka	lex	point	Članovi virtuelnog tima često funkcioniraju kao kontakt točka za svoju fizičke grupe.	tačka>točka
flores-1681	flores	Tehnologija nudi rješenje u vidu virtuelnih izleta. Studenti mogu pogledati artefakte u muzejima, posjetiti akvarij ili se diviti predivnoj umjetnosti dok sjede u razredu.	Technology offers the solution with virtual field trips. Students can look at museum artifacts, visit an aquarium, or admire beautiful art while sitting with their class.	rješenje	yat	solution	Tehnologija nudi rešenje u vidu virtuelnih izleta. Studenti mogu pogledati artefakte u muzejima, posjetiti akvarij ili se diviti predivnoj umjetnosti dok sjede u razredu.	rješenje>rešenje
flores-1690	flores	Južnije su smješteni Nijagarini vodopadi, a na sjeveru se nalazi neiskorištena prirodna ljepota Muskoke i drugih predjela.	Farther south is Niagara Falls and the north is home to the untapped natural beauty of the Muskoka and beyond.	sjeveru	yat	north	Južnije su smješteni Nijagarini vodopadi, a na severu se nalazi neiskorištena prirodna ljepota Muskoke i drugih predjela.	sjeveru>severu
flores-1698	flores	Evropski utjecaj i osvajanje kolonija počeli su u 15. stoljeću, kada je portugalski istraživač Vasco da Gama otkrio morsku rutu od Evrope do Indije.	European influence and colonialism began in the 15th century, as Portuguese explorer Vasco da Gama found the Cape Route from Europe to India.	evrope	lex	europe	Evropski utjecaj i osvajanje kolonija počeli su u 15. stoljeću, kada je portugalski istraživač Vasco da Gama otkrio morsku rutu od Europe do Indije.	Evrope>Europe
flores-1713	flores	Možete koristiti boda-boda (taksi na motociklu) da se krećete po Gomi. Standardna (lokalna) cijena za kratku vožnju je približno 500 kongoanskih franaka.	You can use boda-boda (motorcycle taxi) to get around Goma. The normal (local) price is ~500 Congolese Francs for the short ride.	cijena	yat	price	Možete koristiti boda-boda (taksi na motociklu) da se krećete po Gomi. Standardna (lokalna) cena za kratku vožnju je približno 500 kongoanskih franaka.	cijena>cena
flores-1720	flores	Park se prostire na 19.500 km² i podijeljen je na 14 različitih ekozona, pri čemu svaka od njih pruža podršku različitoj divljači.	The park covers 19,500 km² and is divided in 14 different ecozones, each supporting different wildlife.	podijeljen	yat	divided	Park se prostire na 19.500 km² i podeljen je na 14 različitih ekozona, pri čemu svaka od njih pruža podršku različitoj divljači.	podijeljen>podeljen
flores-1751	flores	Službena valuta Falklanda je falklandska funta (FKP), čija je vrijednost istovjetna vrijednosti jedne britanske funte (GBP).	The official Falklands currency is the Falkland pound (FKP) whose value is set equivalent to that of one British pound (GBP).	vrijednost	yat	value	Službena valuta Falklanda je falklandska funta (FKP), čija je vrednost istovjetna vrijednosti jedne britanske funte (GBP).	vrijednost>vrednost
flores-1758	flores	Zime mogu biti varljivo hladne: temperature rijetko padaju ispod tačke smrzavanja, ali zbog kombinacije vjetra i vlažnosti čini se da je hladnije nego što pokazuje termometar.	The winter can be deceptively chilly: temperatures rarely go below freezing, but the wind and humidity combine to make it feel colder than what the thermometer says.	rijetko|vjetra	yat|yat	rarely|wind	Zime mogu biti varljivo hladne: temperature retko padaju ispod tačke smrzavanja, ali zbog kombinacije vetra i vlažnosti čini se da je hladnije nego što pokazuje termometar.	rijetko>retko|vjetra>vetra
flores-1763	flores	Svake godine desetine posjetilaca se povrijede jer ne održavaju odgovarajuću udaljenost. Ove životinje su velike, divlje i potencijalno opasne. Zato im dajte prostora.	Each year, dozens of visitors are injured because they didn't keep a proper distance. These animals are large, wild, and potentially dangerous, so give them their space.	posjetilaca	yat	visitors	Svake godine desetine posetilaca se povrijede jer ne održavaju odgovarajuću udaljenost. Ove životinje su velike, divlje i potencijalno opasne. Zato im dajte prostora.	posjetilaca>posetilaca
flores-1764	flores	Pored toga, nemojte zaboraviti da mirisi privlače medvjede i druge divlje životinje, pa izbjegavajte nošenje ili kuhanje prehrambenih proizvoda koji mirišu i održavajte kamp čistim.	In addition, be aware that odors attract bears and other wildlife, so avoid carrying or cooking odorous foods and keep a clean camp.	kuhanje	h	cooking		
flores-1794	flores	Ako sjeverni Baltik prelazite zimi, provjerite poziciju kabine jer prolazak kroz led uzrokuje užasnu buku za one koji su najpogođeniji.	If crossing the Northern Baltic in winter, check the cabin location, as going through ice causes quite horrible noise for those most affected.	sjeverni	yat	northern	Ako severni Baltik prelazite zimi, provjerite poziciju kabine jer prolazak kroz led uzrokuje užasnu buku za one koji su najpogođeniji.	sjeverni>severni
flores-1795	flores	Krstarenja Sankt Peterburgom uključuju i vrijeme koje se provodi u gradu. Putnici na krstarenju izuzeti su od zahtjeva za vizu (pogledajte uvjete).	Saint Petersburg cruises include time in town. Cruise passengers are exempted from visa requirements (check the terms).	zahtjeva	yat	requirements	Krstarenja Sankt Peterburgom uključuju i vrijeme koje se provodi u gradu. Putnici na krstarenju izuzeti su od zahteva za vizu (pogledajte uvjete).	zahtjeva>zahteva
flores-1804	flores	Safari je možda najbolji turistički doživljaj u Africi i vrhunac za mnoge posjetioce.	Safaris are perhaps the greatest tourism draw in Africa and the highlight for many visitors.	posjetioce	yat	visitors	Safari je možda najbolji turistički doživljaj u Africi i vrhunac za mnoge posetioce.	posjetioce>posetioce
flores-1824	flores	Putnici koji putuju u zemlje u kojima su na snazi visoke stope poreza ponekad mogu uštedjeti značajan iznos novca, naročito na proizvode poput alkoholnih pića i duhana.	Travellers bound for countries with heavy taxation can sometimes save a considerable amount of money, especially on products such as alcoholic beverages and tobacco.	duhana	h	tobacco	Putnici koji putuju u zemlje u kojima su na snazi visoke stope poreza ponekad mogu uštedjeti značajan iznos novca, naročito na proizvode poput alkoholnih pića i duvana.	duhana>duvana
flores-1837	flores	Ali, ako se upotrebljava bez dodatnih kvalifikatora, termin obično označava hranu koja izvorno potječe iz centralnih i istočnih dijelova glavnog ostrva Jave.	But, if used without further qualifiers, the term tends to mean the food originally from the central and eastern parts of the main island Java.	dijelova	yat	parts	Ali, ako se upotrebljava bez dodatnih kvalifikatora, termin obično označava hranu koja izvorno potječe iz centralnih i istočnih delova glavnog ostrva Jave.	dijelova>delova
flores-1838	flores	Javanska kuhinja, koja je sada dostupna širom arhipelaga, sadrži niz jednostavno začinjenih jela. Dominantni okusi koje Javanci vole su kikiriki, čili, šećer (posebno šećer javanskog kokosa) i različiti aromatični začini.	Now widely available throughout the archipelago, Javanese cuisine features an array of simply seasoned dishes, the predominant flavorings the Javanese favor being peanuts, chillies, sugar (especially Javanese coconut sugar) and various aromatic spices.	kuhinja	h	cuisine		
flores-1845	flores	Usponi uključuju pogled s vrhova koji oduzima dah. Penjači iz svih dijelova svijeta stalno pronalaze nove rute kroz njegov beskrajni potencijal zidova.	Summits include breath-taking views from peaks. Climbers from all parts of the world are continually establishing new routes amongst its endless potential of walls.	dijelova	yat	parts	Usponi uključuju pogled s vrhova koji oduzima dah. Penjači iz svih delova svijeta stalno pronalaze nove rute kroz njegov beskrajni potencijal zidova.	dijelova>delova
flores-1854	flores	Evropa je relativno mali kontinent, ali s mnogo nezavisnih zemalja. U standardnim okolnostima, putovanje kroz više zemalja značilo bi da je potrebno više puta proći kroz proces vađenja vize i kontrolu pasoša.	Europe is a continent that is relatively small but with many independent countries. Under normal circumstances, travelling through multiple countries would mean having to go through visa applications and passport control multiple times.	evropa	lex	europe	Europa je relativno mali kontinent, ali s mnogo nezavisnih zemalja. U standardnim okolnostima, putovanje kroz više zemalja značilo bi da je potrebno više puta proći kroz proces vađenja vize i kontrolu pasoša.	Evropa>Europa
flores-1859	flores	Definicija ima geografske varijacije, gdje bi starosna granica mogla da bude kraća na mjestima kao što su Sjeverna Amerika nego u Evropi.	The definition has geographic variations, where the age limit might be shorter in places such as North America than in Europe.	evropi	lex	europe	Definicija ima geografske varijacije, gdje bi starosna granica mogla da bude kraća na mjestima kao što su Sjeverna Amerika nego u Europi.	Evropi>Europi
flores-1862	flores	Čak i tradicionalno, nisu svi Sámi bili uključeni u uzgoj irvasa u velikim razmjerima, nego su živjeli od ribolova, lova i sličnih aktivnosti, a irvase su uzgajali uglavnom kao životinje za vuču.	Even traditionally, though, not all Sámi have been involved in big scale reindeer husbandry, but lived from fishing, hunting and similar, having reindeer mostly as draft animals.	živjeli	yat	lived	Čak i tradicionalno, nisu svi Sámi bili uključeni u uzgoj irvasa u velikim razmjerima, nego su živeli od ribolova, lova i sličnih aktivnosti, a irvase su uzgajali uglavnom kao životinje za vuču.	živjeli>živeli
flores-1889	flores	Pokušaj ciljati negdje gdje nećeš ponovo biti uhvaćen ili, u zavisnosti od tvojih vještina i od toga da li si primijećen, možda ćeš htjeti čekati spašavanje.	Try aiming somewhere where you are not caught again or, depending on your skills and on whether you have been noticed, you might want to wait for rescue.	negdje	yat	somewhere	Pokušaj ciljati negde gdje nećeš ponovo biti uhvaćen ili, u zavisnosti od tvojih vještina i od toga da li si primijećen, možda ćeš htjeti čekati spašavanje.	negdje>negde
flores-1905	flores	Najviše planina na Antarktiku se nalaze u sjevernom dijelu Sentinel Rangea, nazvan Vinson masiv, čiji je vrh pod nazivom Mount Vinson visok 4892 m.	The northern part or Sentinel Range has Antarctica's highest mountains, the Vinson Massif, peaking at 4892 m Mount Vinson.	dijelu	yat	part	Najviše planina na Antarktiku se nalaze u sjevernom delu Sentinel Rangea, nazvan Vinson masiv, čiji je vrh pod nazivom Mount Vinson visok 4892 m.	dijelu>delu
flores-1922	flores	Neka krstarenja u svojim brošurama uključuju Berlin, Njemačka. Kao što vidite na mapi, Berlin nije ni u blizini mora te posjeta gradu nije uključena u cijenu krstarenja.	Some cruises feature Berlin, Germany in the brochures. As you can see from the map above Berlin is no where near the sea and a visit to the city is not included in the price of the cruise.	cijenu	yat	price	Neka krstarenja u svojim brošurama uključuju Berlin, Njemačka. Kao što vidite na mapi, Berlin nije ni u blizini mora te posjeta gradu nije uključena u cenu krstarenja.	cijenu>cenu
flores-1925	flores	Razumijevanje načina rada aviona i onoga što se dešava u toku leta nekima može pomoći da prevaziđu strah koji se zasniva na nepoznatom i nedostatku kontrole.	For some, understanding something about how aircraft work and what happens during a flight may help to overcome a fear which is based on the unknown or on not being in control.	aviona	lex	aircraft	Razumijevanje načina rada zrakoplova i onoga što se dešava u toku leta nekima može pomoći da prevaziđu strah koji se zasniva na nepoznatom i nedostatku kontrole.	aviona>zrakoplova
flores-1926	flores	Kurirske kompanije su dobro plaćene za brzo dostavljanje robe. Vrijeme je često od ključne važnosti za poslovne dokumente, robu ili rezervne dijelove potrebne za hitne popravke.	Courier companies are well paid for delivering things quickly. Frequently, time is very important with business documents, merchandise or spare parts for an urgent repair.	dijelove	yat	parts	Kurirske kompanije su dobro plaćene za brzo dostavljanje robe. Vrijeme je često od ključne važnosti za poslovne dokumente, robu ili rezervne delove potrebne za hitne popravke.	dijelove>delove
flores-1932	flores	Općenito govoreći, nema svrhe čak ni tražiti popuste za sjedišta u poslovnoj ili prvoj klasi za direktne letove od tačke A to tačke B.	Generally speaking, there is no point in even looking for discounts for business or first-class seats on direct flights from A to B.	tačke	lex	point	Općenito govoreći, nema svrhe čak ni tražiti popuste za sjedišta u poslovnoj ili prvoj klasi za direktne letove od točke A to točke B.	tačke>točke
flores-1933	flores	Aviokompanije dobro znaju da postoji određena grupa putnika koji su spremni puno platit kako bi negdje stigli brzo i udobno te i naplaćuju u skladu s tim.	Airlines know well that there is a certain core group of flyers who are willing to pay top dollar for the privilege of getting somewhere fast and in comfort, and charge accordingly.	negdje	yat	somewhere	Aviokompanije dobro znaju da postoji određena grupa putnika koji su spremni puno platit kako bi negde stigli brzo i udobno te i naplaćuju u skladu s tim.	negdje>negde
flores-1967	flores	Majorkanska kuhinja, kao i kuhinje iz sličnih područja Sredozemlja, počiva na hljebu, povrću i mesu (naročito svinjetini), a za sve upotrebljava maslinovo ulje.	Majorcan cuisine, like that of similar zones in the Mediterranean, is based on bread, vegetables and meat (specially pork), and uses olive oil throughout.	kuhinja|kuhinje	h|h	cuisine|cuisine		
ntrex-6	ntrex	Član skupštine iz političke stranke Plaid je rekao da skupina u cjelini “nije zadovoljna” i predložio je alternativne nazive.	"A Plaid AM said the group as a whole was ""not happy"" and has suggested alternatives."	cjelini	yat	whole	Član skupštine iz političke stranke Plaid je rekao da skupina u celini “nije zadovoljna” i predložio je alternativne nazive.	cjelini>celini
ntrex-9	ntrex	Skupštinska komisija koja trenutno radi na nacrtu zakona o uvođenju promjena imena je izjavila: “Konačnu odluku o opisima titula članova skupštine će, naravno, donijeti sami članovi.”	"The Assembly Commission, which is currently drafting legislation to introduce the name changes, said: ""The final decision on any descriptors of what Assembly Members are called will of course be a matter for the members themselves."""	promjena	yat	changes	Skupštinska komisija koja trenutno radi na nacrtu zakona o uvođenju promena imena je izjavila: “Konačnu odluku o opisima titula članova skupštine će, naravno, donijeti sami članovi.”	promjena>promena
ntrex-13	ntrex	Članovi skupštine navodno daju alternativne prijedloge, ali napori za postizanje konsenzusa bi mogli zadati glavobolje predsjedavajućem Elinu Jonesu, od kojeg se očekuje da preda nacrt zakona o promjenama u roku od nekoliko sedmica.	AMs are apparently suggesting alternative options, but the struggle to reach consensus could be a headache for the Presiding Officer, Elin Jones, who is expected to submit draft legislation on the changes within weeks.	promjenama|sedmica	yat|lex	changes|weeks	Članovi skupštine navodno daju alternativne prijedloge, ali napori za postizanje konsenzusa bi mogli zadati glavobolje predsjedavajućem Elinu Jonesu, od kojeg se očekuje da preda nacrt zakona o promenama u roku od nekoliko sedmica.	promjenama>promenama
ntrex-172	ntrex	Forenzička istraga je potvrdila da je prasac težak 550 libri nanio smrtne ozljede farmeru, navedeno je u izvještaju.	A forensic examination confirmed that the 550 pound hog had mauled the farmer to death, according to the report.	izvještaju	yat	report	Forenzička istraga je potvrdila da je prasac težak 550 libri nanio smrtne ozljede farmeru, navedeno je u izveštaju.	izvještaju>izveštaju
ntrex-176	ntrex	Životinja koja je usmrtila čovjeka nije ni pripadala Yuanu, niti njegovom rođaku.	The animal who killed the man did not belong to Yuan or his cousin.	čovjeka	yat	man	Životinja koja je usmrtila čoveka nije ni pripadala Yuanu, niti njegovom rođaku.	čovjeka>čoveka
ntrex-248	ntrex	Iz odjela su izjavili da zasluge pripadaju policijskoj radnoj grupi za bjegunce Luizijane, kriminalističkoj laboratoriji državne policije, policiji Southern univerziteta i stanovnicima oblasti koji su pomogli tokom istrage koja je dovela do hapšenja.	The department is crediting the Louisiana State Police fugitive task force, the state police crime lab, Southern University police and area citizens in assisting in the investigation leading to the arrest.	univerziteta	lex	university		
ntrex-284	ntrex	Prvi gol Dollyja Menge je osigurao pobjedu za Livingston	Dolly Menga's first goal for Livingston secured victory	pobjedu	yat	victory	Prvi gol Dollyja Menge je osigurao pobedu za Livingston	pobjedu>pobedu
ntrex-359	ntrex	Trump je izjavio da je Kavanaugh “pretrpio podlost i bijes” demokratske partije	Trump says Kavanaugh 'suffered, the meanness, the anger' of the Democratic Party	bijes	yat	anger	Trump je izjavio da je Kavanaugh “pretrpio podlost i bes” demokratske partije	bijes>bes
ntrex-367	ntrex	“Pet sedmica od najbitnijih izbora naših života.	"""Five weeks away from one of the most important elections in our lifetimes."	sedmica	lex	weeks		
ntrex-430	ntrex	“Vjerujem da je ‘ye’ najčešća riječ u Bibliji, a u Bibliji ona znači ‘ti’”, rekao je West ranije ove godine dok je raspravljao o naslovu albuma s radijskim voditeljem Big Boyem.	"""I believe 'ye' is the most commonly used word in the Bible, and in the Bible it means 'you,'"" West said earlier this year, discussing his album title with radio host Big Boy."	vjerujem	yat	believe	“Verujem da je ‘ye’ najčešća riječ u Bibliji, a u Bibliji ona znači ‘ti’”, rekao je West ranije ove godine dok je raspravljao o naslovu albuma s radijskim voditeljem Big Boyem.	Vjerujem>Verujem
ntrex-520	ntrex	Pet smo sedmica od najvažnijih izbora naših života.	Five weeks away from one of the most important elections in our lifetimes.	sedmica	lex	weeks		
ntrex-548	ntrex	Jeremy Corbyn je prošle sedmice tvrdio da laburistička partija treba da njeguje kulturu tolerancije.	Jeremy Corbyn claimed last week that the Labour party should foster a culture of tolerance.	sedmice	lex	week		
ntrex-815	ntrex	“Ali ja biram da NE nagrađujem nekoga (tako što ću kupovati njegovu muziku ili odjeću ili podržati njegovu “umjetnost”) za koga vjerujem da je prigrlio i širi ideologiju koja šteti mom društvu.	"""But I chose NOT to reward someone (by purchasing his music or clothing or supporting his ""art"") who I believe is embracing and spewing ideology that is harmful to my community."	odjeću|umjetnost|vjerujem	yat|yat|yat	clothing|art|believe	“Ali ja biram da NE nagrađujem nekoga (tako što ću kupovati njegovu muziku ili odeću ili podržati njegovu “umetnost”) za koga verujem da je prigrlio i širi ideologiju koja šteti mom društvu.	odjeću>odeću|umjetnost>umetnost|vjerujem>verujem
ntrex-819	ntrex	Nije prvi umjetnik koji je promijenio ime i prati stope Diddyja, koji je takođe poznat kao Puff Daddy, Puffy i P Diddy.	He is not the first artist to change their name and follows in the footsteps of Diddy, also known as Puff Daddy, Puffy and P Diddy.	umjetnik	yat	artist	Nije prvi umetnik koji je promijenio ime i prati stope Diddyja, koji je takođe poznat kao Puff Daddy, Puffy i P Diddy.	umjetnik>umetnik
